Cell line name,Compound A,Compound B,Max. conc. A,Max. conc. B,IC50 A,H A,Einf A,IC50 B,H B,Einf B,Synergy score,QA,Combination ID,Challenge,Dataset
T-24,PIK3C,PARP1,3,3,1.029428447,10,49.29882234,2.992810035,10,0,-20.87728,1,PARP1.PIK3C,ch1,train
VM-CUB-1,PIK3C,PARP1,3,3,3,3.0056465,1.81419798,1,0,100,25.35557,1,PARP1.PIK3C,ch1,train
BFTC-905,PIM1,PIK3C,3,3,3,0.3377574,80.47644109,1.45398329,0.7958554,9.76976121,47.83311,1,PIK3C.PIM1,ch1,train
HT-1197,PIM1,PIK3C,3,3,0.544402197,10,91.9661272,0.987689689,10,57.9991944,41.29233,1,PIK3C.PIM1,ch1,train
HT-1376,PIM1,PIK3C,3,3,0.17832484,10,56.15766333,0.822174371,0.4305171,0,-0.08082758,1,PIK3C.PIM1,ch1,train
J82,PIM1,PIK3C,3,3,0.09631107,1.8569083,85.88828964,1.450583142,0.8210556,0,33.36653,1,PIK3C.PIM1,ch1,train
KU-19-19,PIM1,PIK3C,3,3,1,0,100,1,0,100,-160.659,-1,PIK3C.PIM1,ch1,train
T-24,PIM1,PIK3C,3,3,1,0,100,1.159049737,10,44.0958557,3.578123,1,PIK3C.PIM1,ch1,train
VM-CUB-1,PIM1,PIK3C,3,3,0.413955968,10,76.75180176,3,3.5171448,8.00394227,13.76449,-3,PIK3C.PIM1,ch1,train
HT-1197,TNFSF10,PIK3C,0.03,3,0.005523604,10,94.97259657,3,0.8453144,7.29130897,-7.765347,1,PIK3C.TNFSF10,ch1,train
J82,TNFSF10,PIK3C,0.03,3,0.03,0.432091,81.66075368,1.166366189,0.6218088,0,-2.773666,1,PIK3C.TNFSF10,ch1,train
KU-19-19,TNFSF10,PIK3C,0.03,3,1,0,100,1,0,100,-117.0729,-1,PIK3C.TNFSF10,ch1,train
T-24,TNFSF10,PIK3C,0.03,3,0.010822159,10,44.89793142,1.210066879,10,51.29444596,-38.6228,1,PIK3C.TNFSF10,ch1,train
TCCSUP,TNFSF10,PIK3C,0.03,1,0.010028021,10,49.89912359,0.484342078,1.8105792,44.9465614,14.9569,1,PIK3C.TNFSF10,ch1,train
UM-UC-3,TNFSF10,PIK3C,0.03,3,1,0,100,2.380573666,1.2562603,0,3.792637,1,PIK3C.TNFSF10,ch1,train
Calu-3,PIK3CA_3,CSNK2A1_2,3,0.03,3.00E-04,0.1,93.02049099,0.01140328,10,38.19610283,-22.32891,-1,CSNK2A1_2.PIK3CA_3,ch1,train
DMS-114,PIK3CA_3,CSNK2A1_2,3,0.03,3,0.4409296,48.9237772,0.008941072,10,15.89946287,-10.98224,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H1437,PIK3CA_3,CSNK2A1_2,3,0.1,3,0.4053857,35.42044311,0.009025196,2.9538758,10.85526812,19.86072,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H1563,PIK3CA_3,CSNK2A1_2,3,0.03,3,10,72.00100905,0.009221474,0.9488677,0,6.83887,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H1703,PIK3CA_3,CSNK2A1_2,3,0.1,1.01257166,0.7781406,0,0.010922883,2.3599945,8.7164791,2.493606,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H1975,PIK3CA_3,CSNK2A1_2,3,0.03,1.267640239,2.1602633,54.48245018,0.022233089,2.3791539,0,34.44695,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H2170,PIK3CA_3,CSNK2A1_2,3,0.03,3,0.9139279,13.70133154,0.009301184,10,18.19915765,3.707614,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H2228,PIK3CA_3,CSNK2A1_2,3,0.1,0.213391565,0.5891813,54.01807348,0.061233245,0.7123825,0,30.77961,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H226,PIK3CA_3,CSNK2A1_2,3,0.1,3,0.5497756,9.50689745,0.006500042,2.6020649,0,43.95368,-2,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H3122,PIK3CA_3,CSNK2A1_2,3,0.1,3.00E-04,0.1,88.47819307,0.007719551,3.9111858,1.08494885,10.18352,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H358,PIK3CA_3,CSNK2A1_2,3,0.1,0.784384646,4.8130651,78.76662383,0.01090093,3.3311322,15.73507229,21.87577,1,CSNK2A1_2.PIK3CA_3,ch1,train
NCI-H838,PIK3CA_3,CSNK2A1_2,3,0.1,2.105928195,0.50153,20.20842665,0.009259159,2.0956926,2.86947345,27.3109,1,CSNK2A1_2.PIK3CA_3,ch1,train
BT-20,PIK3CA_4,MTOR_1,1,1,0.660712545,0.7207816,21.12277541,0.231280374,2.170181,27.18090693,21.35294,1,MTOR_1.PIK3CA_4,ch1,train
BT-549,PIK3CA_4,MTOR_1,1,1,1,0.5436015,40.39458626,0.335867464,0.9712628,0,3.326553,1,MTOR_1.PIK3CA_4,ch1,train
CAL-120,PIK3CA_4,MTOR_1,1,1,0.088009856,10,77.74968413,0.197582406,0.8032597,14.1200049,17.25202,1,MTOR_1.PIK3CA_4,ch1,train
CAL-148,PIK3CA_4,MTOR_1,1,1,0.307693397,10,59.49968482,1,0.5407277,49.03817684,15.12149,1,MTOR_1.PIK3CA_4,ch1,train
DU-4475,PIK3CA_4,MTOR_1,1,1,0.127870708,2.7837922,59.48821595,0.041619647,4.5643361,13.72025925,-35.60649,1,MTOR_1.PIK3CA_4,ch1,train
HCC1143,PIK3CA_4,MTOR_1,1,1,1,1.3354858,47.7753554,0.322885663,0.9669236,25.24834852,15.59288,1,MTOR_1.PIK3CA_4,ch1,train
HCC1187,PIK3CA_4,MTOR_1,1,1,0.142865445,1.4714231,50.47990522,0.224989694,5.1634793,11.459171,4.002826,1,MTOR_1.PIK3CA_4,ch1,train
HCC1937,PIK3CA_4,MTOR_1,1,1,0.278073443,10,86.19983051,1,0.9004966,50.87999772,3.53733,1,MTOR_1.PIK3CA_4,ch1,train
Hs-578-T,PIK3CA_4,MTOR_1,1,1,1,10,59.80002385,0.232330053,1.6652657,20.2180444,44.36827,1,MTOR_1.PIK3CA_4,ch1,train
MDA-MB-453,PIK3CA_4,MTOR_1,1,1,0.19168538,0.9816239,0,0.255956116,10,10.39774042,-1.500567,1,MTOR_1.PIK3CA_4,ch1,train
MFM-223,PIK3CA_4,MTOR_1,1,1,0.249242678,1.1141289,30.64674664,0.199827677,1.4053835,17.771699,21.9132,1,MTOR_1.PIK3CA_4,ch1,train
M14,PIK3CA_4,MTOR_1,1,1,0.274373561,10,78.99971679,0.305224719,10,54.69961246,-11.71238,1,MTOR_1.PIK3CA_4,ch1,train
BT-20,PIK3CA_4,PIK3C_2,1,1,1,0.5128767,16.07525215,0.577693918,1.1924389,0,-10.77771,1,PIK3C_2.PIK3CA_4,ch1,train
BT-549,PIK3CA_4,PIK3C_2,1,1,1,0.5281692,56.11762335,0.631948449,1.1649711,0,3.404341,1,PIK3C_2.PIK3CA_4,ch1,train
HCC1143,PIK3CA_4,PIK3C_2,1,1,1,0.8864582,50.34324307,1,1.5421686,12.66677665,0.2602172,1,PIK3C_2.PIK3CA_4,ch1,train
HCC1187,PIK3CA_4,PIK3C_2,1,1,0.112387954,1.1680037,50.4409029,0.472133525,1.6936654,0,16.37772,1,PIK3C_2.PIK3CA_4,ch1,train
HCC1937,PIK3CA_4,PIK3C_2,1,1,1,0.9652696,79.33793412,0.36798324,3.2713014,70.20917098,10.2543,1,PIK3C_2.PIK3CA_4,ch1,train
HCC38,PIK3CA_4,PIK3C_2,1,1,1,10,83.60004278,0.863265816,3.1541586,0,-4.623039,1,PIK3C_2.PIK3CA_4,ch1,train
Hs-578-T,PIK3CA_4,PIK3C_2,1,1,0.338221547,10,82.2996401,0.7205964,0.9028787,0,3.139188,1,PIK3C_2.PIK3CA_4,ch1,train
MDA-MB-157,PIK3CA_4,PIK3C_2,1,1,1,0.8241298,55.56746761,0.293163704,10,57.29979973,11.72995,1,PIK3C_2.PIK3CA_4,ch1,train
MDA-MB-231,PIK3CA_4,PIK3C_2,1,1,1,0.6573465,76.14624843,1,1.3260866,29.93884242,9.045958,1,PIK3C_2.PIK3CA_4,ch1,train
MDA-MB-436,PIK3CA_4,PIK3C_2,1,1,0.230302212,10,89.19194698,0.93740465,1.7018062,9.77915323,-1.91057,1,PIK3C_2.PIK3CA_4,ch1,train
MDA-MB-468,PIK3CA_4,PIK3C_2,1,1,1,0,100,1,10,27.00004002,-2.878204,1,PIK3C_2.PIK3CA_4,ch1,train
M14,PIK3CA_4,PIK3C_2,1,1,1,10,61.60013227,0.435741955,10,65.79156051,-1.968565,-1,PIK3C_2.PIK3CA_4,ch1,train
A549,PIK3CB,ALK_2,3,3,1,0,100,3,2.3345962,26.29937387,31.25151,1,ALK_2.PIK3CB,ch1,train
Calu-3,PIK3CB,ALK_2,3,3,0.0259327,10,94.57500091,2.639002441,2.7549523,0,-21.13922,1,ALK_2.PIK3CB,ch1,train
DMS-114,PIK3CB,ALK_2,3,3,3,0.4596326,55.64931671,3,0.3132739,2.28547435,26.01248,1,ALK_2.PIK3CB,ch1,train
NCI-H1437,PIK3CB,ALK_2,3,3,3,0.4412866,57.93666447,0.840426396,0.7084732,0,23.06369,1,ALK_2.PIK3CB,ch1,train
NCI-H1563,PIK3CB,ALK_2,3,3,0.139323672,0.1,27.51893488,2.075669629,3.7011547,17.11523701,44.22527,-1,ALK_2.PIK3CB,ch1,train
NCI-H1703,PIK3CB,ALK_2,3,3,1.729328496,0.5803739,0,1.472227846,1.7735331,0,20.98278,1,ALK_2.PIK3CB,ch1,train
NCI-H1975,PIK3CB,ALK_2,3,3,3,0.6514272,33.39995441,0.51974046,0.8810773,0,48.32354,1,ALK_2.PIK3CB,ch1,train
NCI-H2228,PIK3CB,ALK_2,3,3,3,0.6207351,17.19878436,0.010570606,0.2609588,0,34.53177,1,ALK_2.PIK3CB,ch1,train
NCI-H226,PIK3CB,ALK_2,3,3,0.646507167,10,89.43940316,2.156600148,2.2319324,0,87.45666,-1,ALK_2.PIK3CB,ch1,train
NCI-H520,PIK3CB,ALK_2,3,3,1.275419488,0.4717351,0,3,3.2359927,42.41212377,27.13055,1,ALK_2.PIK3CB,ch1,train
NCI-H522,PIK3CB,ALK_2,3,3,3,0.2834225,34.31823245,1.729657238,0.8382281,0,6.436748,1,ALK_2.PIK3CB,ch1,train
NCI-H838,PIK3CB,ALK_2,3,3,3,0.8469532,53.52006141,1.90862482,0.9318512,0,54.76063,1,ALK_2.PIK3CB,ch1,train
A549,Topotecan,PIK3CB,0.3,3,0.116550822,10,14.49330234,1,0,100,-1.348835,1,PIK3CB.Topotecan,ch1,train
NCI-H1703,Topotecan,PIK3CB,0.1,3,0.06876649,2.446461,0,2.279181804,0.5295713,0,6.193549,1,PIK3CB.Topotecan,ch1,train
NCI-H1793,Topotecan,PIK3CB,0.3,3,0.240933575,1.9951379,0,2.247206726,0.4936001,38.18124919,36.33373,1,PIK3CB.Topotecan,ch1,train
NCI-H2085,Topotecan,PIK3CB,1,0.03,0.137209111,0.97772,19.98931622,0.010018107,0.4666589,25.26824172,10.44887,1,PIK3CB.Topotecan,ch1,train
NCI-H2228,Topotecan,PIK3CB,0.1,3,0.039711946,0.4712656,0,3,0.2301772,0.72325777,-11.22572,1,PIK3CB.Topotecan,ch1,train
NCI-H226,Topotecan,PIK3CB,0.3,3,0.038313062,1.3540162,23.91944659,3,0.393858,39.20390655,-1.835498,1,PIK3CB.Topotecan,ch1,train
NCI-H3122,Topotecan,PIK3CB,0.1,3,0.019184922,1.4800887,0,3,0.3254783,66.14619748,-9.509719,1,PIK3CB.Topotecan,ch1,train
NCI-H358,Topotecan,PIK3CB,0.1,3,0.030668319,1.86092,26.07598144,0.583034543,10,88.2804403,20.58626,1,PIK3CB.Topotecan,ch1,train
NCI-H522,Topotecan,PIK3CB,0.01,3,0.01,0.612227,0,3,0.2950685,26.04198631,-1.496256,1,PIK3CB.Topotecan,ch1,train
NCI-H838,Topotecan,PIK3CB,0.3,3,0.083221175,1.6185315,0,3,0.6942182,52.43138108,19.76374,1,PIK3CB.Topotecan,ch1,train
SW900,Topotecan,PIK3CB,0.1,3,0.086415991,0.975795,0,3,0.5394141,21.16914674,10.43293,1,PIK3CB.Topotecan,ch1,train
647-V,PIK3CB_PIK3CD,EG5,3,0.003,0.505483386,1.5927601,7.04658677,0.001949597,5.2568872,0,-15.75108,1,EG5.PIK3CB_PIK3CD,ch1,train
BFTC-905,PIK3CB_PIK3CD,EG5,3,0.003,0.215325621,1.0394196,22.730217,0.002111533,4.1267448,0,6.20384,1,EG5.PIK3CB_PIK3CD,ch1,train
HT-1197,PIK3CB_PIK3CD,EG5,3,3,0.021910951,0.5970209,82.49495445,0.738002455,0.1,12.12231005,44.27238,1,EG5.PIK3CB_PIK3CD,ch1,train
KU-19-19,PIK3CB_PIK3CD,EG5,3,0.01,1,0,100,0.008821554,10,0,-63.70476,-1,EG5.PIK3CB_PIK3CD,ch1,train
UM-UC-3,PIK3CB_PIK3CD,EG5,3,0.003,1.069586815,10,78.09927027,0.001308341,10,79.59492271,-13.20491,1,EG5.PIK3CB_PIK3CD,ch1,train
VM-CUB-1,PIK3CB_PIK3CD,EG5,3,0.003,3,0.7267092,51.76596659,0.003,0.9717768,79.17010818,-7.814339,1,EG5.PIK3CB_PIK3CD,ch1,train
HT-1197,PIK3CB_PIK3CD,PARP1,3,3,3,10,54.00025059,3,0.5192992,14.67597148,20.68262,1,PARP1.PIK3CB_PIK3CD,ch1,train
HT-1376,PIK3CB_PIK3CD,PARP1,3,3,0.239067291,0.7353289,37.61471928,0.570196947,10,94.24561116,12.15362,1,PARP1.PIK3CB_PIK3CD,ch1,train
KU-19-19,PIK3CB_PIK3CD,PARP1,3,3,1,0,100,1,0,100,-86.55571,-1,PARP1.PIK3CB_PIK3CD,ch1,train
T-24,PIK3CB_PIK3CD,PARP1,3,3,3,10,65.80025063,2.706856886,1.6066514,0,0.276685,1,PARP1.PIK3CB_PIK3CD,ch1,train
VCaP,PIK3CB_PIK3CD,PIK3CB_PIK3CD,1,1,1,0.2254038,56.63404586,0.010624609,10,0,-128.0491,-3,PIK3CB_PIK3CD.PIK3CB_PIK3CD,ch1,train
647-V,PIM1,BCL2_BCL2L1,3,3,1,0,100,2.653788955,0.6827842,27.45218835,61.93823,1,BCL2_BCL2L1.PIM1,ch1,train
BFTC-905,PIM1,BCL2_BCL2L1,3,3,1,0,100,1.489457244,1.5546904,57.46989921,53.77934,1,BCL2_BCL2L1.PIM1,ch1,train
CAL-148,PIM1,BCL2_BCL2L1,1,1,0.099535775,10,89.24994098,0.349467584,2.5890545,39.5757224,64.96824,1,BCL2_BCL2L1.PIM1,ch1,train
DU-4475,PIM1,BCL2_BCL2L1,1,1,0.027606705,4.1483868,4.87261374,0.00016503,8.8559836,0.56,-0.4213918,1,BCL2_BCL2L1.PIM1,ch1,train
HCC1143,PIM1,BCL2_BCL2L1,1,1,1,0.1270742,60.14023629,1,0.2034554,9.87350177,-15.04397,1,BCL2_BCL2L1.PIM1,ch1,train
HCC1187,PIM1,BCL2_BCL2L1,1,1,0.041326636,1.2274187,75.83361082,1,0,100,18.33449,1,BCL2_BCL2L1.PIM1,ch1,train
HCC1806,PIM1,BCL2_BCL2L1,1,1,1,10,76.20011331,1,0,100,-18.87524,1,BCL2_BCL2L1.PIM1,ch1,train
HCC38,PIM1,BCL2_BCL2L1,1,1,1,0,100,0.199226861,2.5648416,8.53839023,64.09607,1,BCL2_BCL2L1.PIM1,ch1,train
HCC70,PIM1,BCL2_BCL2L1,1,1,1.00E-04,0.1,83.12485452,1,10,92.60017004,-43.07365,1,BCL2_BCL2L1.PIM1,ch1,train
Hs-578-T,PIM1,BCL2_BCL2L1,1,1,0.315439039,10,82.49976219,0.308644181,10,84.39980659,22.63242,1,BCL2_BCL2L1.PIM1,ch1,train
MDA-MB-231,PIM1,BCL2_BCL2L1,1,1,0.267756667,10,92.99997021,0.422353446,1.9480998,55.64692307,59.91482,1,BCL2_BCL2L1.PIM1,ch1,train
MDA-MB-468,PIM1,BCL2_BCL2L1,1,1,0.09874821,10,92.84992738,1,0.7143694,33.2665819,34.87431,1,BCL2_BCL2L1.PIM1,ch1,train
MFM-223,PIM1,BCL2_BCL2L1,1,1,1.00E-04,0.1,49.44109024,1.00E-04,0.1,63.18199125,-78.25283,1,BCL2_BCL2L1.PIM1,ch1,train
M14,PIM1,BCL2_BCL2L1,1,1,1,0,100,0.303262622,1.8883404,34.59945242,103.5371,-1,BCL2_BCL2L1.PIM1,ch1,train
SW780,PIM1,BCL2_BCL2L1,3,0.3,3,2.6731629,61.22840254,0.014071182,1.0709147,21.59314902,87.04385,1,BCL2_BCL2L1.PIM1,ch1,train
TCCSUP,PIM1,BCL2_BCL2L1,3,3,3,0.5609867,73.85906834,1,0,100,11.05319,1,BCL2_BCL2L1.PIM1,ch1,train
UM-UC-3,PIM1,BCL2_BCL2L1,3,3,1,0,100,0.575215059,0.6950514,28.74865914,39.24142,1,BCL2_BCL2L1.PIM1,ch1,train
VM-CUB-1,PIM1,BCL2_BCL2L1,3,3,0.037031206,10,86.92582722,0.09132013,1.9382309,87.35152442,8.40611,-3,BCL2_BCL2L1.PIM1,ch1,train
BT-549,PIM1,MAP2K_1,1,1,0.022135217,0.6466811,71.61540999,0.014322326,1.4189195,83.39300345,22.0379,1,MAP2K_1.PIM1,ch1,train
CAL-120,PIM1,MAP2K_1,1,1,1,0,100,1,10,62.40002844,21.77097,1,MAP2K_1.PIM1,ch1,train
CAL-148,PIM1,MAP2K_1,1,1,0.016995069,2.6112368,83.94706846,1.00E-04,0.1,79.24702026,26.20163,1,MAP2K_1.PIM1,ch1,train
DU-4475,PIM1,MAP2K_1,1,1,0.055957145,1.910887,0,0.026683405,2.427816,0,12.87147,1,MAP2K_1.PIM1,ch1,train
HCC1143,PIM1,MAP2K_1,1,1,1,0,100,0.20094453,0.5529091,34.57631815,14.76144,1,MAP2K_1.PIM1,ch1,train
HCC1806,PIM1,MAP2K_1,1,1,0.396747694,10,80.89815412,0.258670194,1.0693857,17.23427133,37.84039,1,MAP2K_1.PIM1,ch1,train
HCC1937,PIM1,MAP2K_1,1,1,1,0.3306653,64.38427757,0.071536751,0.737307,75.65137411,22.03986,1,MAP2K_1.PIM1,ch1,train
HCC38,PIM1,MAP2K_1,1,1,1,0,100,0.146409431,10,88.39664465,21.9704,1,MAP2K_1.PIM1,ch1,train
HCC70,PIM1,MAP2K_1,1,1,1,0,100,1,0.5076132,43.08467899,12.69365,1,MAP2K_1.PIM1,ch1,train
MDA-MB-231,PIM1,MAP2K_1,1,1,0.128338944,4.2070369,91.88884534,0.539326594,0.9928565,26.61818699,18.82947,1,MAP2K_1.PIM1,ch1,train
MDA-MB-453,PIM1,MAP2K_1,1,1,1,10,85.4000023,1,0,100,9.068078,-1,MAP2K_1.PIM1,ch1,train
MDA-MB-468,PIM1,MAP2K_1,1,1,1,0,100,1,10,82.40004477,0.83471,1,MAP2K_1.PIM1,ch1,train
M14,PIM1,MAP2K_1,1,1,1,10,64.00018234,0.213428806,2.4746429,31.8065079,16.23689,-1,MAP2K_1.PIM1,ch1,train
BT-20,PIM1,PIK3C,1,1,0.083146654,10,82.39987004,0.726886109,0.7777795,0,30.07561,1,PIK3C.PIM1,ch1,train
BT-549,PIM1,PIK3C,1,1,0.384170149,1.4920812,74.60700316,0.298311991,1.552718,32.24135124,22.86808,1,PIK3C.PIM1,ch1,train
CAL-120,PIM1,PIK3C,1,1,1,0,100,1,10,78.00008276,-13.8655,-1,PIK3C.PIM1,ch1,train
CAMA-1,PIM1,PIK3C,1,1,0.297882337,10,85.89983862,1,1.3570016,12.05797234,8.094075,1,PIK3C.PIM1,ch1,train
DU-4475,PIM1,PIK3C,1,1,0.046670136,1.4348705,0,0.121529106,1.0586741,0,53.87112,1,PIK3C.PIM1,ch1,train
HCC1143,PIM1,PIK3C,1,1,1,0,100,0.223666937,2.0908292,58.33276314,24.2367,1,PIK3C.PIM1,ch1,train
HCC1806,PIM1,PIK3C,1,1,0.342982219,10,86.99970338,0.303924606,5.3531857,18.36121097,38.75904,1,PIK3C.PIM1,ch1,train
HCC1937,PIM1,PIK3C,1,1,0.255076638,1.6540723,88.92900655,0.273137504,1.4830148,65.81683698,-0.630942,1,PIK3C.PIM1,ch1,train
HCC70,PIM1,PIK3C,1,1,1,10,87.00003078,0.753947075,1.351109,0,5.983637,1,PIK3C.PIM1,ch1,train
Hs-578-T,PIM1,PIK3C,1,1,1,0,100,1,1.4754091,0.45609969,-27.41054,-1,PIK3C.PIM1,ch1,train
MDA-MB-436,PIM1,PIK3C,1,1,1,0.5661633,82.72573689,0.275838507,2.0665695,51.42680753,16.72996,1,PIK3C.PIM1,ch1,train
MFM-223,PIM1,PIK3C,1,1,0.421822229,0.5069516,64.12223257,0.907475152,0.663939,0,-18.74556,1,PIK3C.PIM1,ch1,train
DMS-114,TOP2_2,PIM1,3,3,0.637077289,1.3609924,0,0.778399883,4.9033162,85.7805032,44.70102,1,PIM1.TOP2_2,ch1,train
NCI-H1299,TOP2_2,PIM1,3,3,0.466653249,0.9214718,1.61804789,3.00E-04,0.1,85.61244034,40.73554,1,PIM1.TOP2_2,ch1,train
NCI-H1563,TOP2_2,PIM1,0.3,3,0.3,10,78.00313004,1,0,100,-95.57235,-1,PIM1.TOP2_2,ch1,train
NCI-H1793,TOP2_2,PIM1,3,3,0.726660098,1.5421663,0,3,10,92.20006777,46.48285,1,PIM1.TOP2_2,ch1,train
NCI-H1975,TOP2_2,PIM1,3,3,0.479149176,1.3810593,3.87453949,0.54272772,0.3088159,94.00824233,46.20775,1,PIM1.TOP2_2,ch1,train
NCI-H2170,TOP2_2,PIM1,3,3,1.8445661,2.0630733,0,1,0,100,103.6661,1,PIM1.TOP2_2,ch1,train
NCI-H2228,TOP2_2,PIM1,3,3,0.302171384,0.830244,12.29506382,0.341114449,2.7022708,71.3906755,66.89596,1,PIM1.TOP2_2,ch1,train
NCI-H3122,TOP2_2,PIM1,3,3,0.216809307,1.2845056,0,1,0,100,25.8169,1,PIM1.TOP2_2,ch1,train
NCI-H358,TOP2_2,PIM1,1,3,0.19792847,1.5891919,31.91137528,3,0.8737336,69.45600199,32.70716,1,PIM1.TOP2_2,ch1,train
NCI-H520,TOP2_2,PIM1,3,3,2.794214042,1.1104363,0,1,0,100,77.16998,1,PIM1.TOP2_2,ch1,train
NCI-H522,TOP2_2,PIM1,3,3,0.336011471,1.0662544,0,3,0.6881679,75.31380472,51.57545,1,PIM1.TOP2_2,ch1,train
NCI-H838,TOP2_2,PIM1,1,3,0.342099922,10,19.79818884,1,0,100,13.87297,-1,PIM1.TOP2_2,ch1,train
SW900,TOP2_2,PIM1,3,3,0.428542576,1.7293227,16.34220674,1.157255922,10,93.09949568,22.93148,-1,PIM1.TOP2_2,ch1,train
BT-20,PIP5K1,AKT,1,1,1,1.4161971,63.70405287,1,1.3375422,47.29195611,31.56132,1,AKT.PIP5K1,ch1,train
BT-549,PIP5K1,AKT,1,1,1,0,100,0.218294436,3.820815,53.67551561,-9.036282,1,AKT.PIP5K1,ch1,train
CAL-120,PIP5K1,AKT,1,1,1,0,100,0.231057903,3.2109677,60.26299385,31.54576,1,AKT.PIP5K1,ch1,train
CAL-148,PIP5K1,AKT,1,1,1,0,100,0.171128841,1.5654397,0.20882482,9.311391,1,AKT.PIP5K1,ch1,train
CAMA-1,PIP5K1,AKT,1,1,0.400556318,10,90.49898961,0.126079252,1.3424664,12.49773864,4.095683,1,AKT.PIP5K1,ch1,train
DU-4475,PIP5K1,AKT,1,1,1,0,100,0.200338755,10,73.78025292,-42.5307,-1,AKT.PIP5K1,ch1,train
HCC1395,PIP5K1,AKT,1,1,1,10,83.60013667,0.265404543,2.0456376,51.92122547,9.475774,1,AKT.PIP5K1,ch1,train
HCC1428,PIP5K1,AKT,1,1,1,0,100,1,0,100,-1.395562,1,AKT.PIP5K1,ch1,train
HCC1806,PIP5K1,AKT,1,1,1,0,100,1,10,45.60003083,2.481109,1,AKT.PIP5K1,ch1,train
HCC38,PIP5K1,AKT,1,1,1,0,100,0.31797709,10,84.09981813,-13.18842,-1,AKT.PIP5K1,ch1,train
Hs-578-T,PIP5K1,AKT,1,1,1,0,100,0.312013913,10,74.19970201,-36.37388,-1,AKT.PIP5K1,ch1,train
MDA-MB-468,PIP5K1,AKT,1,1,1,0,100,0.346965087,10,62.49904408,3.989298,1,AKT.PIP5K1,ch1,train
MFM-223,PIP5K1,AKT,1,1,1,3.2654327,81.20601731,0.243228374,1.0679714,0,13.94876,1,AKT.PIP5K1,ch1,train
CAL-120,PIP5K1,MAP2K_1,1,1,1,0,100,1,0,100,-63.80249,-1,MAP2K_1.PIP5K1,ch1,train
CAL-148,PIP5K1,MAP2K_1,1,1,1.00E-04,0.1,92.01071176,1.00E-04,0.1,77.29351997,5.238078,1,MAP2K_1.PIP5K1,ch1,train
CAL-51,PIP5K1,MAP2K_1,1,1,1,0,100,1,2.4477514,74.22849063,9.547578,1,MAP2K_1.PIP5K1,ch1,train
CAMA-1,PIP5K1,MAP2K_1,1,1,1,0,100,1,10,88.00008978,-6.002984,1,MAP2K_1.PIP5K1,ch1,train
DU-4475,PIP5K1,MAP2K_1,1,1,1,0,100,0.033315317,2.6583265,0,-1.467706,-1,MAP2K_1.PIP5K1,ch1,train
HCC1143,PIP5K1,MAP2K_1,1,1,1,10,92.80015097,1,0.1826484,16.07386385,-37.82343,1,MAP2K_1.PIP5K1,ch1,train
HCC1187,PIP5K1,MAP2K_1,1,1,1,0,100,0.1359801,4.6796414,63.21152583,4.297028,1,MAP2K_1.PIP5K1,ch1,train
HCC1395,PIP5K1,MAP2K_1,1,1,0.287272851,10,91.09988529,0.064525807,1.1159023,77.42086724,15.03023,-3,MAP2K_1.PIP5K1,ch1,train
HCC1428,PIP5K1,MAP2K_1,1,1,1,0.4978673,78.94476048,1,0,100,-8.722925,1,MAP2K_1.PIP5K1,ch1,train
HCC1937,PIP5K1,MAP2K_1,1,1,1,0,100,1,0.3314485,72.76314676,7.869519,1,MAP2K_1.PIP5K1,ch1,train
HCC70,PIP5K1,MAP2K_1,1,1,1,0,100,0.106956009,10,81.94969746,-11.47321,1,MAP2K_1.PIP5K1,ch1,train
Hs-578-T,PIP5K1,MAP2K_1,1,1,1,0,100,0.28826308,10,86.29966725,17.39293,-1,MAP2K_1.PIP5K1,ch1,train
MDA-MB-453,PIP5K1,MAP2K_1,1,1,1,0,100,1,0,100,-63.07964,-1,MAP2K_1.PIP5K1,ch1,train
M14,PIP5K1,MAP2K_1,1,1,1,0,100,0.259774278,10,31.59782253,53.1239,1,MAP2K_1.PIP5K1,ch1,train
BT-549,PIP5K1,PIK3C,1,1,1,0,100,0.305595061,10,39.19946276,-4.011929,1,PIK3C.PIP5K1,ch1,train
CAMA-1,PIP5K1,PIK3C,1,1,1,0,100,1,1.7785691,12.8920045,-10.80256,1,PIK3C.PIP5K1,ch1,train
DU-4475,PIP5K1,PIK3C,1,1,1,0,100,0.150834814,0.9578825,0,-50.31269,-1,PIK3C.PIP5K1,ch1,train
HCC1187,PIP5K1,PIK3C,1,1,1,0,100,0.185231772,2.3937864,30.91413603,-41.79166,1,PIK3C.PIP5K1,ch1,train
HCC1806,PIP5K1,PIK3C,1,1,1,0,100,0.353652299,2.7147196,17.99395925,-12.64251,1,PIK3C.PIP5K1,ch1,train
HCC1937,PIP5K1,PIK3C,1,1,1,0.3235158,84.80201258,1,0.6094843,29.74509319,0.8612791,1,PIK3C.PIP5K1,ch1,train
