CELL_LINE	TISSUE	COMPOUND_A	COMPOUND_B	MAX_CONC_A	IC50_A	H_A	Einf_A	MAX_CONC_B	IC50_B	H_B	Einf_B	SYNERGY_SCORE	COMBINATION_ID	DATASET	SYNERGY_PRED
MDA-MB-415	breast	Chloroquine	AKT	10	1	0	100	3	0.002186116	0.5992974	10.20334029	-0.03983346	AKT.Chloroquine	LB	5.6617465
BT-20	breast	Chloroquine	AKT_1	3	0.648056956	1.243215	53.3920437	3	0.896469339	0.8392781	19.48791758	21.74764	AKT_1.Chloroquine	LB	6.059326
HCC1187	breast	Chloroquine	AKT_1	10	1	0	100	3	0.089229655	1.1990363	39.11784541	-2.39969	AKT_1.Chloroquine	LB	-7.9701056
HCC70	breast	Chloroquine	AKT_1	10	0.37341892	1.5895237	54.45447051	3	1.007855783	0.5019029	0	-3.970954	AKT_1.Chloroquine	LB	-7.8390174
BT-20	breast	PIK3C	Chloroquine	3	1.044902953	10	37.99834263	3	1.143089189	10	77.39853823	58.97872	Chloroquine.PIK3C	LB	14.021842
MDA-MB-157	breast	PIK3C	Chloroquine	3	3	0.2443426	7.16511144	10	0.029233326	1.2303234	68.87533493	-24.85075	Chloroquine.PIK3C	LB	19.097057
T47D	breast	PIK3C	Chloroquine	3	0.235029556	0.9789888	15.39980902	10	10	0.1407211	82.66092519	-14.80213	Chloroquine.PIK3C	LB	-2.0566368
HT-1197	Bladder	Cisplatin	AKT	3	0.606535515	1.0930815	27.72171755	1	1	0.5101716	25.69050175	22.90346	AKT.Cisplatin	LB	11.364569
VM-CUB-1	Bladder	Cisplatin	AKT	3	1.518256348	3.4943249	31.60521011	3	0.33566617	1.8194435	67.23575731	12.5654	AKT.Cisplatin	LB	9.816528
T-24	Bladder	FGFR	Cisplatin	3	0.0003	0.1	94.68316024	3	2.682124569	10	0	-2.680502	Cisplatin.FGFR	LB	-5.7009273
VM-CUB-1	Bladder	FGFR	Cisplatin	3	1	0	100	3	1.907945193	2.2350575	0	2.019773	Cisplatin.FGFR	LB	4.776174
HT-1197	Bladder	HDAC_4	Cisplatin	3	1.094770046	2.1932352	24.51144989	3	0.990582382	1.1222221	24.97020135	-0.7485192	Cisplatin.HDAC_4	LB	-6.59182
SW780	Bladder	HDAC_4	Cisplatin	3	0.819844754	0.4804785	0	3	3	2.270487	33.2512007	2.97875	Cisplatin.HDAC_4	LB	-7.5552554
HT-1376	Bladder	PARP1	Cisplatin	3	3	0.3894857	47.53595551	3	1.35495275	1.1686348	0	18.8848	Cisplatin.PARP1	LB	6.272312
T-24	Bladder	PARP1	Cisplatin	3	2.894576245	2.0898349	0	3	2.253887283	4.9137334	0	22.3704	Cisplatin.PARP1	LB	1.1813216
647-V	Bladder	PIK3C	Cisplatin	3	1.703068601	1.3994172	25.69157774	3	1.506055822	3.4506553	0	10.24573	Cisplatin.PIK3C	LB	5.972817
UM-UC-3	Bladder	PIK3C	Cisplatin	3	2.281752437	1.2613234	0	3	1.321625149	2.5700303	0	4.513439	Cisplatin.PIK3C	LB	13.434657
HCC1569	breast	CSNK2A1_2	AKT	0.1	0.002575237	1.4086728	20.42710761	3	1.053562061	0.4604586	0	2.081019	AKT.CSNK2A1_2	LB	29.623268
HCC1954	breast	CSNK2A1_2	AKT	0.1	0.01468437	1.5005423	0	3	0.099929169	0.4198502	0	-20.88213	AKT.CSNK2A1_2	LB	48.442398
A549	lung_NSCLC_adenocarcinoma	CSNK2A1_2	ALK	0.1	0.014382751	4.7694856	9.22577976	3	1.466529948	3.0921983	0	7.100497	ALK.CSNK2A1_2	LB	28.848597
Calu-3	lung_NSCLC_adenocarcinoma	CSNK2A1_2	ALK	0.03	0.03	10	6.40002058	3	2.787301614	10	0	12.04267	ALK.CSNK2A1_2	LB	29.332968
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	CSNK2A1_2	ALK	0.03	0.006781954	1.2025973	11.17625292	3	1.373212268	10	40.37593366	-8.59929	ALK.CSNK2A1_2	LB	12.894467
Calu-6	lung_NSCLC_adenocarcinoma	CSNK2A1_2	BCL2	0.03	0.007262932	1.8127118	8.98911392	3	1.914496019	0.6209478	0	10.84651	BCL2.CSNK2A1_2	LB	19.510868
NCI-H1975	lung_NSCLC_adenocarcinoma	CSNK2A1_2	BCL2	0.03	0.01158232	10	34.79520249	3	0.977554641	10	76.99966542	14.08155	BCL2.CSNK2A1_2	LB	2.1199899
NCI-H2170	lung_NSCLC_squamous_cell_carcinoma	CSNK2A1_2	BCL2	0.03	0.007272919	2.0062382	8.74546095	3	0.567661533	2.0551324	11.22311139	28.75533	BCL2.CSNK2A1_2	LB	9.135969
NCI-H1437	lung_NSCLC_adenocarcinoma	CSNK2A1_2	CarboTaxol	0.1	0.009258685	1.8364352	8.7509488	0.003	0.001002224	1.2075296	0	-14.43279	CarboTaxol.CSNK2A1_2	LB	2.1278296
NCI-H2228	lung_NSCLC_adenocarcinoma	CSNK2A1_2	CarboTaxol	0.1	0.042583286	0.7604713	0	0.003	0.000373173	0.7797232	20.90193119	6.70019	CarboTaxol.CSNK2A1_2	LB	4.359259
NCI-H23	lung_NSCLC_adenocarcinoma	CSNK2A1_2	CarboTaxol	0.1	0.007414113	1.6659403	12.42717892	0.01	0.001584963	3.3418519	11.99897864	-6.516483	CarboTaxol.CSNK2A1_2	LB	-3.3187742
NCI-H1299	lung_NSCLC_large cell	CSNK2A1_2	Carboplatin	0.1	0.024876125	2.6000662	10.16620372	3	3	1.8697169	3.93322047	0.9183681	Carboplatin.CSNK2A1_2	LB	13.506558
NCI-H358	lung_NSCLC_adenocarcinoma	CSNK2A1_2	Carboplatin	0.1	0.012691524	3.7198599	16.20529712	3	1.354043748	2.7891099	29.37503359	-21.99008	Carboplatin.CSNK2A1_2	LB	6.002219
NCI-H838	lung_NSCLC_adenocarcinoma	CSNK2A1_2	Carboplatin	0.1	0.008272778	3.7110122	6.79267906	3	2.693913068	1.5999744	0	-1.941142	Carboplatin.CSNK2A1_2	LB	26.386538
NCI-H1437	lung_NSCLC_adenocarcinoma	Gemcitabine	CSNK2A1_2	0.01	0.001667889	1.1211908	0	0.1	0.010409617	3.6648276	11.24592098	-23.36822	CSNK2A1_2.Gemcitabine	LB	-5.12363
NCI-H358	lung_NSCLC_adenocarcinoma	Gemcitabine	CSNK2A1_2	0.01	0.002530932	1.7516636	23.08445443	0.1	0.011943953	4.3736996	16.052937	-13.62375	CSNK2A1_2.Gemcitabine	LB	-8.960529
SW900	lung_NSCLC_squamous_cell_carcinoma	Gemcitabine	CSNK2A1_2	0.01	0.000962072	1.8191389	2.15592716	0.01	0.003443326	1.7672931	26.88137303	-3.858157	CSNK2A1_2.Gemcitabine	LB	-11.809948
NCI-H2291	lung_NSCLC_adenocarcinoma	SYK	CSNK2A1_2	3	3	3.4009763	50.21798415	0.01	0.002057764	2.3682484	27.66754929	4.295854	CSNK2A1_2.SYK	LB	11.598273
NCI-H838	lung_NSCLC_adenocarcinoma	SYK	CSNK2A1_2	3	1.419921947	2.3559704	0	0.1	0.007698884	2.7921914	5.94178745	3.956226	CSNK2A1_2.SYK	LB	27.052015
SW900	lung_NSCLC_squamous_cell_carcinoma	SYK	CSNK2A1_2	3	2.290071398	1.1174283	67.63992051	0.01	0.003260927	2.3923903	24.98609677	8.287549	CSNK2A1_2.SYK	LB	-1.6517057
HT-1376	Bladder	PARP1	EG5	3	0.311349038	1.4654379	79.97316639	0.1	0.001416261	3.5182636	28.66965575	-1.325124	EG5.PARP1	LB	-7.005325
SW780	Bladder	PARP1	EG5	3	1	0	100	0.003	0.003	10	90.0001759	3.447342	EG5.PARP1	LB	-9.006591
J82	Bladder	PIM1	EG5	3	0.267582028	10	85.099794	3	0.0003	0.1284361	0	-10.84592	EG5.PIM1	LB	22.905422
UM-UC-3	Bladder	PIM1	EG5	3	1	0	100	0.003	0.003	0.5049423	76.15649905	-12.11929	EG5.PIM1	LB	13.117099
CAL-148	breast	EGFR	AKT	0.1	1	0	100	1	0.162319599	1.3631106	2.02655845	-2.131063	AKT.EGFR	LB	8.508304
HCC1395	breast	EGFR	AKT	0.1	0.1	0.4261941	80.05843793	1	1	0.5928175	7.74697569	3.127815	AKT.EGFR	LB	20.880014
HCC1806	breast	EGFR	AKT	0.1	0.029961206	0.5962754	88.31469082	1	1	0.9214231	14.53775333	-12.6608	AKT.EGFR	LB	18.694008
MDA-MB-453	breast	EGFR	AKT	0.1	0.043143834	0.5671667	15.13881156	1	0.328942733	0.7399684	0	19.15694	AKT.EGFR	LB	25.318571
CAL-51	breast	EGFR	AKT_1	0.1	1	0	100	1	0.977003008	1.0188974	19.31764302	-21.38677	AKT_1.EGFR	LB	18.150358
DU-4475	breast	EGFR	AKT_1	0.1	1.00E-05	0.1	83.94014821	1	0.078925759	0.72026	0	5.43217	AKT_1.EGFR	LB	19.218126
HCC1428	breast	EGFR	AKT_1	0.1	1	0	100	1	1	0	100	8.190506	AKT_1.EGFR	LB	4.8127418
M14	melanoma	EGFR	AKT_1	0.1	0.030131975	10	54.39967831	1	0.384641138	10	85.6989845	28.0483	AKT_1.EGFR	LB	16.020378
CAL-120	breast	EGFR	BCL2_BCL2L1	0.1	1	0	100	1	0.215417311	3.6339894	52.02142142	21.10392	BCL2_BCL2L1.EGFR	LB	1.6152531
CAL-148	breast	EGFR	BCL2_BCL2L1	0.1	0.000285844	0.4659597	85.2267804	1	0.588688968	0.8381519	0	-20.48469	BCL2_BCL2L1.EGFR	LB	13.185128
MDA-MB-468	breast	EGFR	BCL2_BCL2L1	0.1	0.030563594	10	80.59985616	1	0.234753039	1.7962167	68.60642773	62.1331	BCL2_BCL2L1.EGFR	LB	14.327785
M14	melanoma	EGFR	BCL2_BCL2L1	0.1	0.001654296	10	65.22546996	1	0.066519498	0.869822	11.10838234	13.09637	BCL2_BCL2L1.EGFR	LB	12.213593
CAL-120	breast	FGFR	EGFR	1	1	0	100	0.1	1	0	100	64.61455	EGFR.FGFR	LB	-0.22752386
HCC1806	breast	FGFR	EGFR	1	1	0	100	0.1	1	0	100	5.660617	EGFR.FGFR	LB	12.004304
MDA-MB-436	breast	FGFR	EGFR	1	0.309958856	3.9216531	87.17232064	0.1	0.008822941	2.5198008	89.59765326	1.363866	EGFR.FGFR	LB	-0.967105
HCC1143	breast	MAP2K_1	EGFR	1	0.104298017	0.5386355	37.7684237	0.1	0.002267173	2.192802	70.66305743	52.58064	EGFR.MAP2K_1	LB	14.860373
HCC1806	breast	MAP2K_1	EGFR	1	0.658238167	0.9409637	0	0.1	1	0	100	26.1741	EGFR.MAP2K_1	LB	24.932621
HCC1937	breast	MAP2K_1	EGFR	1	0.179960049	0.4899322	71.73396275	0.1	0.1	0.3321522	60.01380973	38.84389	EGFR.MAP2K_1	LB	26.535816
MDA-MB-436	breast	MAP2K_1	EGFR	1	0.82898958	0.3982046	29.82804782	0.1	0.1	0.1676818	89.55853662	27.72996	EGFR.MAP2K_1	LB	17.706255
BT-20	breast	EGFR_2	AKT_1	3	3	0.3188101	43.73266826	3	0.833784103	1.4151731	39.34849543	41.39775	AKT_1.EGFR_2	LB	24.751932
HCC1569	breast	EGFR_2	AKT_1	3	3	0.5070528	64.82807858	3	1.416429521	0.4694591	0	24.62082	AKT_1.EGFR_2	LB	6.406396
MDA-MB-468	breast	EGFR_2	AKT_1	3	0.071432575	1.7990408	63.5254934	3	3	0.6228194	9.84009952	71.33031	AKT_1.EGFR_2	LB	34.751564
NCI-H1793	lung_NSCLC_adenocarcinoma	EGFR_2	ALK	1	0.092042374	1.0666097	56.09847294	3	1.387846277	1.2760215	0	32.07535	ALK.EGFR_2	LB	34.352234
NCI-H2085	lung_NSCLC_adenocarcinoma	EGFR_2	ALK	1	0.10644861	0.7679748	53.32844048	3	0.993165393	1.3435483	0	27.82958	ALK.EGFR_2	LB	17.553846
NCI-H3122	lung_NSCLC_adenocarcinoma	EGFR_2	ALK	1	0.0001	0.1	88.8826782	3	0.040189034	3.2547823	0	22.76955	ALK.EGFR_2	LB	8.92191
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	EGFR_2	ALK	1	1	0	100	3	1.175136704	10	43.9952343	-8.235301	ALK.EGFR_2	LB	-1.9019887
BT-549	breast	ERBB	AKT	1	0.081206639	1.8233599	91.94821922	1	0.258617958	0.9133761	40.62102145	-1.692525	AKT.ERBB	LB	18.278452
HCC38	breast	ERBB	AKT	1	0.006389758	2.6665614	93.39100746	1	1	10	58.20015104	11.16846	AKT.ERBB	LB	24.033072
MDA-MB-361	breast	ERBB	AKT	3	0.383628185	0.8768329	31.51967741	3	0.552563933	1.6605931	19.58940353	64.45	AKT.ERBB	LB	32.41796
MDA-MB-415	breast	ERBB	AKT	3	1	0	100	3	0.001394273	0.3428545	5.93422118	7.746167	AKT.ERBB	LB	26.510427
MFM-223	breast	ERBB	AKT	1	1	0	100	1	0.172915547	1.2903723	5.18120969	13.76105	AKT.ERBB	LB	19.448652
T47D	breast	ERBB	AKT	3	3	0.404456	27.56679948	3	0.12829564	1.1304723	22.01044475	35.35149	AKT.ERBB	LB	18.482365
CAL-51	breast	FGFR	ERBB	1	1	0.417675	56.75818538	1	0.028840911	2.0030046	89.92026873	17.36062	ERBB.FGFR	LB	26.264154
HCC38	breast	FGFR	ERBB	1	0.009016494	1.897804	74.28632144	1	0.0001	0.1	79.88362416	57.08667	ERBB.FGFR	LB	30.285074
MDA-MB-453	breast	FGFR	ERBB	1	0.167025949	3.2410223	24.21889756	1	0.291891629	10	52.99968341	6.498541	ERBB.FGFR	LB	38.075817
SW780	Bladder	FGFR	ERBB	3	3	0.3320148	74.23993951	3	1	0	100	204.428	ERBB.FGFR	LB	16.830381
UM-UC-3	Bladder	IAP	ERBB	0.03	0.010754574	0.7922126	44.97773519	3	1.171231333	10	71.29763815	-25.61069	ERBB.IAP	LB	-4.559932
VM-CUB-1	Bladder	IAP	ERBB	0.03	0.000857686	0.8738978	68.90870128	3	0.225437116	1.6158552	55.80619652	-37.74965	ERBB.IAP	LB	-2.189927
BT-549	breast	MAP2K_1	ERBB	1	0.005192112	0.624951	88.12310529	1	0.0123139	10	90.94989124	2.70114	ERBB.MAP2K_1	LB	19.238173
CAL-51	breast	MAP2K_1	ERBB	1	1	1.3310187	73.36592895	1	0.257612686	0.9925133	89.70562878	9.323546	ERBB.MAP2K_1	LB	29.83579
HCC1143	breast	MAP2K_1	ERBB	1	0.118651306	0.6051671	41.69691614	1	0.024765711	0.9241656	66.08451067	59.8119	ERBB.MAP2K_1	LB	26.73839
MDA-MB-436	breast	MAP2K_1	ERBB	1	0.135917665	0.7861311	61.929832	1	1	10	89.60004964	24.92586	ERBB.MAP2K_1	LB	26.674107
TCCSUP	Bladder	MAP2K_1	ERBB	3	3	0.2435111	20.96653681	3	0.005517601	0.1	80.05402492	5.529834	ERBB.MAP2K_1	LB	41.735306
HCC1428	breast	MTOR_1	ERBB	1	0.315108551	2.8645538	56.88731933	1	1	0	100	5.157013	ERBB.MTOR_1	LB	3.4270825
HCC1937	breast	MTOR_1	ERBB	1	1	0.641336	52.52692906	1	0.009695573	0.471611	75.25696822	23.61464	ERBB.MTOR_1	LB	21.485613
HCC70	breast	MTOR_1	ERBB	1	0.064909015	0.4940163	8.03429794	3	0.273500848	2.0729132	22.08600937	29.53267	ERBB.MTOR_1	LB	14.688348
MDA-MB-157	breast	MTOR_1	ERBB	1	0.290855749	0.6235687	0	3	3	1.4364923	43.57832043	18.35449	ERBB.MTOR_1	LB	38.135128
MDA-MB-453	breast	MTOR_1	ERBB	1	0.075188868	2.2003422	10.96763568	3	3	0.6133918	16.05737997	20.87591	ERBB.MTOR_1	LB	23.099358
MFM-223	breast	MTOR_1	ERBB	1	0.23037477	1.1788859	13.09654086	1	0.132329533	10	92.69998791	-9.382325	ERBB.MTOR_1	LB	6.9849725
BT-549	breast	PIK3CA_4	ERBB	1	0.230691507	2.1474767	79.2439519	1	0.302351484	10	84.5998192	-10.93652	ERBB.PIK3CA_4	LB	-6.964648
CAL-51	breast	PIK3CA_4	ERBB	1	1	1.0106082	36.57537551	1	1	10	83.20004	9.452282	ERBB.PIK3CA_4	LB	-1.0377476
HCC1806	breast	PIK3CA_4	ERBB	1	0.321987467	9.9969555	67.59961023	1	1	0	100	-11.43228	ERBB.PIK3CA_4	LB	-2.086822
MDA-MB-468	breast	PIK3CA_4	ERBB	1	1	0	100	1	0.106504288	10	88.19987609	17.9368	ERBB.PIK3CA_4	LB	16.274584
BT-20	breast	ESR1	AKT_1	1	1	10	71.400137	1	1	0.702248	32.53976558	-5.961399	AKT_1.ESR1	LB	15.777919
HCC1806	breast	ESR1	AKT_1	1	0.0001	0.1	90.02118668	1	0.273372078	0.9882436	8.62472403	-12.48655	AKT_1.ESR1	LB	16.630022
MDA-MB-157	breast	ESR1	AKT_1	1	0.186127539	10	85.56445309	1	1	0.4812878	39.83896365	4.528651	AKT_1.ESR1	LB	16.574236
MDA-MB-436	breast	ESR1	AKT_1	1	1	0	100	1	0.209500176	10	91.68876846	-10.63758	AKT_1.ESR1	LB	-4.810902
CAL-120	breast	FGFR	ESR1	1	0.108075147	10	79.04977057	1	1	10	94.40013699	-6.589827	ESR1.FGFR	LB	-6.0447373
HCC38	breast	FGFR	ESR1	1	0.041240988	2.6584512	86.28070223	1	1	0	100	16.90874	ESR1.FGFR	LB	1.2816663
M14	melanoma	FGFR	ESR1	1	1	10	82.00012335	1	0.008122442	10	92.35001207	-5.12609	ESR1.FGFR	LB	-5.0907083
HCC1143	breast	MAP2K_1	ESR1	1	0.045678887	0.5617985	42.03154383	1	1	0	100	-12.28567	ESR1.MAP2K_1	LB	1.5255637
HCC1395	breast	MAP2K_1	ESR1	1	0.095793838	2.040157	80.8140491	1	1	0	100	-3.405475	ESR1.MAP2K_1	LB	10.305559
HCC70	breast	MAP2K_1	ESR1	1	0.219001477	1.3892379	85.90180756	1	1	0	100	10.45204	ESR1.MAP2K_1	LB	7.0117793
CAL-148	breast	MTOR_1	ESR1	1	0.312023059	1.5130911	54.63454116	1	1	0	100	1.979788	ESR1.MTOR_1	LB	-3.9438806
HCC1143	breast	MTOR_1	ESR1	1	0.402346978	1.4089981	29.89361118	1	1	0	100	-2.400857	ESR1.MTOR_1	LB	-2.901114
HCC1937	breast	MTOR_1	ESR1	1	0.877923176	1.267568	68.08851009	1	1	0	100	9.233516	ESR1.MTOR_1	LB	2.736123
HCC38	breast	MTOR_1	ESR1	1	0.311301484	10	72.09972753	1	1	0	100	10.82576	ESR1.MTOR_1	LB	0.7949138
HCC1419	breast	ESR1_1	AKT_1	3	3	0.3190277	33.13885177	3	0.178712822	0.7958327	26.01135908	44.72711	AKT_1.ESR1_1	LB	29.878748
HCC70	breast	ESR1_1	AKT_1	3	3	0.6687548	12.10744555	3	0.324778662	0.6096475	8.78707724	47.84539	AKT_1.ESR1_1	LB	15.310461
MDA-MB-361	breast	ESR1_1	AKT_1	3	3	0.1590072	51.14478884	3	0.112282109	0.8961353	16.79053617	44.39475	AKT_1.ESR1_1	LB	21.926159
BT-20	breast	MTOR_1	ESR1_1	1	0.093441419	0.8461883	23.43664626	0.1	0.1	1.473225	57.35600307	6.625989	ESR1_1.MTOR_1	LB	19.489456
HCC1419	breast	MTOR_1	ESR1_1	1	0.13897006	2.8938539	27.92175386	3	3	0.4048805	41.50936664	-4.299855	ESR1_1.MTOR_1	LB	26.020947
HCC1954	breast	MTOR_1	ESR1_1	1	0.081643185	1.2335869	13.50728836	3	3	10	44.60063679	5.452487	ESR1_1.MTOR_1	LB	29.047636
CAMA-1	breast	PIK3C	ESR1_1	3	0.620957519	0.9706899	3.91742228	3	0.0003	0.1	4.92405603	19.46396	ESR1_1.PIK3C	LB	22.163734
MDA-MB-157	breast	PIK3C	ESR1_1	3	2.069418652	1.3592659	51.79273949	3	1	0	100	38.15052	ESR1_1.PIK3C	LB	32.75757
T47D	breast	PIK3C	ESR1_1	3	0.247457782	1.6930163	31.39296705	3	0.0003	0.1	42.02179426	75.39762	ESR1_1.PIK3C	LB	14.318887
BT-20	breast	MTOR_1	ESR1_3	1	0.110073969	1.9843095	36.43332744	3	3	10	88.60050091	7.238992	ESR1_3.MTOR_1	LB	18.000689
HCC1419	breast	MTOR_1	ESR1_3	1	0.172272971	2.7039309	25.58131442	3	0.588195508	0.56538	52.31852569	13.10612	ESR1_3.MTOR_1	LB	28.395235
HCC70	breast	MTOR_1	ESR1_3	1	0.205697202	0.8465197	17.57270552	3	0.000409226	8.457043	89.02	36.89121	ESR1_3.MTOR_1	LB	5.8308616
CAL-120	breast	FASN	BCL2_BCL2L1	1	1	10	94.00040848	1	0.169296276	2.9721636	40.01069861	30.52438	BCL2_BCL2L1.FASN	LB	6.853116
CAL-51	breast	FASN	BCL2_BCL2L1	1	1	10	86.60003064	1	1	0.6350668	76.89840815	0.4551664	BCL2_BCL2L1.FASN	LB	4.1756334
CAMA-1	breast	FASN	BCL2_BCL2L1	1	0.103151706	1.0030976	84.12567546	1	0.224475039	0.7271729	78.71509392	-2.209088	BCL2_BCL2L1.FASN	LB	3.490517
HCC1428	breast	FASN	BCL2_BCL2L1	1	0.248310348	10	90.79709201	1	0.120980806	1.2287857	10.01448914	36.954	BCL2_BCL2L1.FASN	LB	5.0305223
BT-20	breast	MAP2K_1	FASN	1	0.071948398	1.0582311	54.5009931	1	0.196457344	0.995318	55.84193717	29.03847	FASN.MAP2K_1	LB	21.307926
HCC1395	breast	MAP2K_1	FASN	1	1	0.5016211	65.64993088	1	0.176588975	0.4262742	94.77660351	28.34448	FASN.MAP2K_1	LB	10.774671
HCC70	breast	MAP2K_1	FASN	1	0.330135662	0.6530727	43.04128946	1	0.0001	4.2105905	92.54	17.56783	FASN.MAP2K_1	LB	4.164537
CAL-120	breast	MTOR_1	FASN	1	0.171315614	2.3269442	36.5396871	1	0.0001	0.1	87.99573703	-8.240528	FASN.MTOR_1	LB	-2.6809573
DU-4475	breast	MTOR_1	FASN	1	0.125839549	1.1479737	20.10679926	1	1	1.1325263	63.38914574	2.832365	FASN.MTOR_1	LB	-4.5918603
HCC70	breast	MTOR_1	FASN	1	0.571858203	0.7609342	0	1	0.0001	0.1	93.05816763	-16.79818	FASN.MTOR_1	LB	-4.438868
MDA-MB-436	breast	MTOR_1	FASN	1	0.181697703	2.6424512	26.45543901	1	1	10	91.40004727	0.463901	FASN.MTOR_1	LB	-9.643779
BT-20	breast	FGFR	AKT	1	1	0.4668495	61.53093623	1	1	0.4287568	45.88606427	-0.467887	AKT.FGFR	LB	22.304937
MCF7	breast	FGFR	AKT	3	2.679616075	1.3307877	0	3	0.908092246	0.702925	1.58706786	-8.702746	AKT.FGFR	LB	19.0102
MDA-MB-157	breast	FGFR	AKT	1	0.032313358	2.0290003	34.19172492	1	0.197096176	10	84.28574708	13.30299	AKT.FGFR	LB	23.182882
NCI-H1703	lung_NSCLC_adenocarcinoma	FGFR	AKT	3	1.841599454	1.2789177	0	3	0.247722223	1.3437034	10.89229633	-13.64501	AKT.FGFR	LB	-3.0875192
BFTC-905	Bladder	FGFR	BCL2_BCL2L1	3	3	10	37.00077907	3	0.625625481	2.1850888	70.48733796	3.842503	BCL2_BCL2L1.FGFR	LB	17.245577
BT-474	breast	FGFR	BCL2_BCL2L1_BCL2L2	1	1	0	100	1	1	10	80.40013467	-29.48545	BCL2_BCL2L1_BCL2L2.FGFR	LB	-0.61527556
DMS-114	lung_small_cell_carcinoma	FGFR	BCL2_BCL2L1_BCL2L2	3	0.162277276	2.3048242	13.9406136	3	3	0.4522001	46.50628312	-9.745648	BCL2_BCL2L1_BCL2L2.FGFR	LB	2.165133
NCI-H1703	lung_NSCLC_adenocarcinoma	FGFR	BCL2_BCL2L1_BCL2L2	3	1.653280869	1.463597	9.20427318	3	3	1.180008	29.24422511	29.35147	BCL2_BCL2L1_BCL2L2.FGFR	LB	-7.7629223
NCI-H1703	lung_NSCLC_adenocarcinoma	FGFR	Chloroquine	3	1.963903426	1.4700424	0	3	1.060548173	10	15.9973802	-13.81034	Chloroquine.FGFR	LB	-11.801941
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	FGFR	Chloroquine	3	0.065640497	2.1417923	65.87658414	3	1.221289976	10	82.39779888	5.047053	Chloroquine.FGFR	LB	-7.070867
KATOIII	stomach	FGFR	ERBB	0.01	0.003634138	10	16.69664972	3	1.038881066	10	72.39928163	7.404942	ERBB.FGFR	LB	26.21797
KMS-11	myeloma	FGFR	ERBB	0.03	0.015902129	10	47.80876161	3	0.0003	0.1	90.39976905	-21.53985	ERBB.FGFR	LB	12.8181715
MFM-223	breast	MTOR_1	FGFR	1	0.30660881	1.2928065	6.99968599	1	0.126364602	0.6045424	5.06832069	24.27678	FGFR.MTOR_1	LB	5.394176
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	MTOR_1	FGFR	1	0.167678484	1.5174547	17.9419016	3	0.158357927	1.2399322	63.31397229	73.34624	FGFR.MTOR_1	LB	17.08296
SW780	Bladder	MTOR_1	FGFR	1	0.38467641	2.4304769	11.6095278	3	0.629725411	0.4551813	0	-33.1241	FGFR.MTOR_1	LB	11.964017
CAMA-1	breast	MTOR_3	FGFR	1	0.0001	0.1	7.97685877	1	0.118318271	10	86.5995992	19.8305	FGFR.MTOR_3	LB	-3.1251066
HCC1500	breast	MTOR_3	FGFR	1	0.000216788	9.7969963	11.28000002	1	0.337601849	0.6963943	0	8.332362	FGFR.MTOR_3	LB	6.199407
CAMA-1	breast	PIK3C_MTOR	FGFR	1	0.250437041	3.7149164	33.62354946	1	1	0	100	25.62621	FGFR.PIK3C_MTOR	LB	4.1757894
HCC1419	breast	PIK3C_MTOR	FGFR	1	0.12200796	6.9023043	12.96205668	1	1	0	100	-6.69035	FGFR.PIK3C_MTOR	LB	17.69201
HCC1419	breast	Proteasome_2	FGFR	1	0.009430277	1.7571689	11.00780425	1	1	0	100	1.368283	FGFR.Proteasome_2	LB	13.723649
NCI-H1703	lung_NSCLC_adenocarcinoma	Proteasome_2	FGFR	0.1	0.002212558	3.1176491	1.70475336	3	1.937457758	1.1428852	0	9.185287	FGFR.Proteasome_2	LB	-10.557034
T47D	breast	Proteasome_2	FGFR	1	0.009713884	2.767486	17.31750405	1	1	0	100	-5.235631	FGFR.Proteasome_2	LB	-7.459821
CAL-120	breast	WNT	FGFR	3	0.133972924	1.023512	9.1872469	3	0.057380913	0.5757463	39.49222786	16.16667	FGFR.WNT	LB	7.673782
DMS-114	lung_small_cell_carcinoma	WNT	FGFR	3	0.446755627	1.8085165	13.1382737	3	0.195975682	2.9804496	19.03665147	-9.653183	FGFR.WNT	LB	4.4356055
647-V	Bladder	Gemcitabine	ATM	0.1	0.005075814	3.2545559	0	3	0.226768089	0.5797274	93.80555298	7.063501	ATM.Gemcitabine	LB	4.017912
HT-1197	Bladder	Gemcitabine	ATM	0.1	0.007324043	3.2664685	27.18859927	3	1	0	100	11.54289	ATM.Gemcitabine	LB	0.48936898
HT-1197	Bladder	Gemcitabine	BCL2_BCL2L1	0.1	0.005788002	1.4162832	16.32763017	3	2.999999986	0.1554789	70.31722527	26.631	BCL2_BCL2L1.Gemcitabine	LB	0.04598265
VM-CUB-1	Bladder	Gemcitabine	BCL2_BCL2L1	0.1	0.004717763	3.5970624	6.47459912	3	0.1205262	0.8878901	82.90464943	22.02222	BCL2_BCL2L1.Gemcitabine	LB	-5.1171384
TCCSUP	Bladder	Gemcitabine	ERBB	0.1	0.002802787	3.8470733	8.07273307	3	3	0.7260776	85.11499845	2.7314	ERBB.Gemcitabine	LB	0.73897415
VM-CUB-1	Bladder	Gemcitabine	ERBB	0.1	0.006025116	3.7795979	5.26628384	3	1.374169974	10	79.99186752	-10.00253	ERBB.Gemcitabine	LB	6.452353
